name,pressure_Pa_from_file2,propane_Henry_from_file2,|Qst(propane)|_from_file2,N2_1,N2_4,N2_18,N2_75,N2_316,N2_1334,N2_5623,N2_23714,N2_100000,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction,length_a,length_b,length_c,angle_alpha,angle_beta,angle_gamma
GEWXAJ_clean-(id_176857),4000000,0.0340492,44.93450356,48.6153,48.8959,56.0452,61.906,67.2821,70.8616,70.9774,71.0285,71.0285,12.7872,36.8387,46.3936,54.1855,67.8066,72.2987,82.0813,88.0545,93.5275,94.3538,94.7041,94.7047,94.1533,94.4944,94.7047,94.6743,94.7028,94.7047,94.7047,94.6158,94.7015,94.562,94.7047,94.6513,94.7047,94.7047,94.7047,94.7047,94.6051,4.48576,4.82967,607.999,358.342,0.4016,7.396,15.666,17.5706,110.896,102.15,90
GEZRAG_clean-(id_176860),4000000,0.00045878,23.40075306,192.663,219.192,251.383,268.224,279.762,292.584,306.633,309.721,309.168,0.793807,7.40736,35.3743,90.2029,213.275,297.077,329.743,333.127,350.644,351.564,351.93,351.047,354.582,352.782,353.117,353.753,359.216,355.691,357.676,356.52,361.337,362.321,360.207,359.902,357.487,355.827,366.694,361.043,364.581,5.12774,7.97174,2068.35,1793.06,0.6172,26.4529,26.4529,26.4529,90,90,90
GEZYOB_clean-(id_176861),4000000,0.000821309,28.7856506,92.6469,146.919,163.163,173.351,186.209,193.152,198.105,199.453,200.084,0.0258989,0.262443,2.46467,23.3111,149.304,195.772,207.631,216.317,222.312,227.158,229.265,229.834,231.214,230.287,231.626,231.848,233.053,231.838,232.931,233.038,232.252,233.368,232.734,233.468,233.521,234.439,234.273,233.779,233.731,4.53159,5.97203,1908.41,1294.11,0.5414,13.4125,13.4125,27.8003,90,90,120
GEZYUH_clean-(id_176862),4000000,0.00070658,28.86036012,87.3652,160.167,193.692,201.603,203.225,203.19,203.522,203.527,203.527,0.0442969,0.452636,4.27512,32.8989,170.861,202.647,208,212.927,215.267,217.245,220.396,221.022,222.179,222.696,225.775,224.149,223.461,225.987,227.348,229.861,228.928,230.622,228.351,230.656,232.727,231.421,232.487,232.974,230.177,4.56898,5.69188,1889,1319.63,0.5604,13.4578,13.4578,27.6928,90,90,120
GIFKEL_clean-(id_176867),4000000,0.00171866,35.67144947,167.009,171.517,171.159,171.794,171.807,171.807,171.807,171.807,171.807,5.20099,63.6286,160.963,171.018,173.249,177.631,193.496,197.581,199.262,200.44,199.904,202.783,202.763,205.214,208.535,209.987,209.987,212.373,212.373,212.099,215.496,218.212,221.918,221.926,223.111,224.085,224.304,224.304,224.304,4.31957,4.63167,1230.74,961.183,0.5428,9.54,7.611,7.12,90,100.95,90
GIFKIP_clean-(id_176868),4000000,0.000231787,31.93232517,154.627,158.234,163.037,165.412,169.319,171.052,171.807,171.807,171.807,2.48596,27.003,117.605,161.498,174.05,188.169,197.21,202.627,203.634,204.651,206.794,207.565,207.433,207.6,205.214,204.86,204.827,206.775,206.823,207.595,207.599,207.549,209.983,209.691,209.9,209.987,211.122,212.373,212.373,4.16679,4.45514,1156.73,914.98,0.5336,7.122,7.613,9.628,90,100.01,90
GIJXAA_clean-(id_176872),4000000,0.0367992,37.4112746,253.812,297.731,330.165,347.258,357.649,366.67,373.761,377.458,384.401,8.37283,57.6255,125.507,224.475,357.012,415.358,448.917,465.956,472.726,474.972,477.965,482.776,483.85,482.495,483.285,483.24,486.862,484.509,486.875,488.076,489.93,489.567,492.146,489.022,491.278,492.08,494.768,494.352,495.877,7.92596,10.5946,1761.1,1778.16,0.6526,14.2725,19.5898,20.7591,90,90,90
GIMSIG_clean-(id_176887),4000000,0.00490131,29.9148009,117.019,131.201,146.571,159.803,168.588,178.917,183.102,186.503,192.747,0.111844,1.05801,11.4943,83.9646,136.625,183.023,206.309,217.645,221.355,225.863,226.285,225.823,228.276,230.716,229.963,233.939,235.093,235.118,234.254,235.957,236.74,237.757,238.282,239.07,239.802,239.62,241.312,241.643,241.21,5.70228,8.71143,1502.61,1037.38,0.5786,10.3855,12.3175,12.3175,79.7628,65.066,65.0661
GINLIA_clean-(id_176890),4000000,0.00639216,33.77515361,290.104,322.488,347.109,356.478,365.881,372.743,382.102,383.74,393.21,4.6201,25.1032,93.5566,195.336,338.357,421.074,445.202,454.414,453.369,464.89,468.234,471.862,470.585,476.015,474.304,476.742,473.328,478.874,481.319,484.183,483.874,488.173,485.814,483.952,487.775,491.301,491.169,487.909,490.207,4.60431,6.39385,2189.88,2496.63,0.6554,10.1889,16.651,19.73,90,101.825,90
GINNUO_clean-(id_176891),4000000,0.00256516,29.76344655,76.8373,90.1096,102.345,113.004,117.636,123.047,124.414,130.118,131.056,0.0811174,0.822417,7.74943,48.3052,94.9908,122.161,139.471,143.406,149.245,155.651,156.395,158.218,159.265,159.531,160.958,161.786,161.376,162.07,161.687,162.176,161.999,162.2,162.594,162.587,162.153,162.407,162.659,162.489,162.112,5.60459,6.795,911.225,659.887,0.4604,23.02,28.032,12.506,90,100.389,90
GIQXEK_clean-(id_176893),4000000,0.000606409,31.40296952,116.868,141.147,147.402,149.908,150.061,150.415,150.356,152.213,153.091,0.0211364,0.196847,2.04634,22.5623,137.989,152.287,170.791,174.891,179.398,179.402,179.483,179.711,179.711,179.695,179.903,180.117,179.959,180.14,180.147,179.921,179.901,180.143,180.085,180.207,180.194,180.211,180.107,180.165,180.158,3.9389,5.02308,1611.03,943.967,0.591,9.6921,9.6921,15.6938,92.7017,92.7017,99.0196
GIQXIO_clean-(id_176894),4000000,0.000577644,31.81176449,125.128,139.008,144.121,145.456,145.753,145.79,146.611,146.705,146.605,0.0281352,0.312403,3.17253,43.4078,138.384,146.972,151.319,153.744,155.722,155.344,156.118,158.106,157.839,161.025,158.208,159.058,158.766,158.925,161.106,159.652,159.514,163.789,163.087,161.431,165.413,165.555,171.432,173.866,174.796,3.86855,4.89641,1632.56,904.31,0.5842,9.6116,9.6116,15.548,92.9302,92.9302,99.0745
GIQXOU_clean-(id_176895),4000000,0.00055915,32.28797094,129.386,139.361,143.65,144.377,144.785,144.876,144.907,144.907,145.714,0.0485176,0.468055,4.97182,83.2434,140.464,145.534,149.833,150.34,152.498,151.965,153.37,155.11,154.202,156.063,153.885,155.698,155.813,155.906,158.118,158.466,156.201,157.385,158.682,158.271,157.96,155.891,157.059,158.701,157.556,3.81392,4.81089,1583.35,852.141,0.5814,9.5321,9.5321,15.451,92.8651,92.8651,99.0412
GIQXUA_clean-(id_176896),4000000,0.000604011,31.78024985,128.382,141.515,144.881,146.6,146.787,146.801,147.213,147.128,149.167,0.0322435,0.323413,3.28655,47.3998,139.672,147.908,152.985,156.067,155.371,157.589,159.284,157.148,158.72,160.13,160.993,158.419,159.561,158.97,161.529,159.801,165.58,163.707,166.658,169.114,168.801,170.755,174.128,174.442,175.681,3.86869,4.89316,1637.93,913.522,0.5838,9.6116,9.6116,15.548,92.9302,92.9302,99.0745
GIQYAH_clean-(id_176897),4000000,0.00049924,32.1662599,127.134,137.772,143.524,144.807,145.313,145.324,145.346,145.346,145.346,0.0434424,0.444114,4.72075,78.4362,140.421,145.544,149.542,152.014,151.877,154.238,155.104,154.207,154.319,156.051,156.66,153.93,154.579,155.378,157.669,156.662,156.599,158.611,156.408,157.274,158.845,158.382,161.257,160.675,159.951,3.78414,4.79715,1560.79,844.598,0.5808,9.5515,9.5515,15.39,92.7105,92.7105,98.2997
GIQYEL_clean-(id_176898),4000000,0.000654086,31.14870622,115.08,139.682,148.686,150.042,150.415,150.444,152.65,153.839,155.762,0.0193879,0.175606,1.8574,19.0347,136.351,153.95,175.505,177.041,178.93,179.79,179.617,180.198,180.145,180.043,180.257,180.338,179.921,180.172,180.357,180.475,180.425,180.513,180.491,180.099,180.166,180.397,180.476,180.559,180.495,3.95603,5.04966,1647.45,974.192,0.5932,9.72,9.72,15.7262,92.7414,92.7414,99.086
GIQYIP_clean-(id_176899),4000000,0.00080856,32.43510615,129.642,142.595,147.991,149.084,149.128,149.352,150.183,151.827,152.675,0.028654,0.268286,2.76517,33.3278,140.169,151.118,157.283,158.071,160.825,160.761,164.628,165.718,168.335,168.095,169.502,173.432,177.048,174.862,177.933,175.722,170.382,175.313,176.756,178.518,178.591,178.385,178.897,178.936,178.433,3.90727,4.93593,1686.39,971.31,0.5894,9.6602,9.6602,15.625,92.9053,92.9053,99.1062
GIQYOV_clean-(id_176900),4000000,0.000781637,30.8180705,104.207,120.318,132.069,140.836,142.708,142.547,143.083,143.114,143.117,0.0145768,0.153083,1.62428,19.6479,125.284,141.657,144.595,146.298,152.023,153.034,158.983,158.764,158.692,163.461,163.417,162.425,161.94,163.1,165.471,167.328,165.712,168.118,167.71,168.953,167.801,169.473,169.472,169.352,169.707,4.01588,4.65103,1544.77,911.715,0.5744,9.9402,9.9402,15.69,92.4662,92.4662,97.1781
GIQYUB_clean-(id_176901),4000000,0.000525508,31.83421055,125.876,140.673,144.858,145.844,146.406,146.465,146.487,147.2,147.301,0.0339091,0.351298,3.62556,53.8531,138.608,147.645,152.178,154.786,155.929,157.127,156.036,157.723,159.273,158.764,160.946,159.627,158.79,163.943,159.514,160.17,159.272,162.847,163.543,163.2,162.421,169.174,173.574,171.888,172.214,3.85756,4.85877,1636.84,905.654,0.586,9.5899,9.5899,15.524,92.9192,92.9192,98.9866
GIRDUI_clean-(id_176903),4000000,0.000204512,37.44898371,71.6095,76.4578,81.084,88.302,101.684,110.148,118.36,124.574,129.605,26.1062,61.7012,73.0346,104.502,128.65,130.276,130.617,130.609,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.617,130.61,130.617,130.617,130.617,130.617,130.617,130.617,130.617,3.76528,4.42025,513.764,385.618,0.4442,8.287,14.224,14.726,90,90,99.696
GIRXUC_clean-(id_176907),4000000,0.000164208,15.63861109,1.02557,4.15563,20.4846,381.722,518.515,565.221,595.94,609.748,625.406,0.00027636,0.00234906,0.0218324,0.191794,2.04589,23.9201,628.341,664.122,705.88,707.698,726.229,754.603,757.364,763.504,765.765,774.898,775.109,799.08,787.851,801.323,820.485,839.481,859.187,858.948,855.649,860.574,861.691,861.084,860.62,6.62876,9.02646,2450.96,3189.43,0.7778,14.2941,14.2941,14.2941,90,90,90
GIRYEN_clean-(id_176909),4000000,0.00805121,47.45523502,38.5642,39.196,40.4268,41.0296,41.0302,41.0296,41.2904,41.9516,42.3528,16.6455,30.1147,37.0409,41.6261,43.2107,44.1862,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,3.72288,4.46145,287.06,191.829,0.4038,16.205,24.834,13.514,90,124.244,90
GIRYUD_clean-(id_176912),4000000,0.012534,48.05686281,39.3612,39.9814,40.9519,41.9516,41.9516,41.9516,41.9993,42.8736,42.8736,17.4453,30.7546,37.9579,41.5309,43.3749,44.1896,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,44.2566,3.69554,4.50395,303.721,201.971,0.4016,16.291,24.684,13.435,90,124.098,90
GIRZAK_clean-(id_176913),4000000,0.000677139,44.55438612,36.954,37.0055,38.1859,38.8018,39.2004,40.6495,40.6495,40.6495,40.6518,21.0291,32.8237,38.3807,40.8168,42.6421,43.6389,43.9343,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,44.3449,3.61145,4.21373,237.412,154.969,0.4018,13.838,13.844,14.42,108.31,110.43,107.046
GISZUD_clean-(id_176917),4000000,7.83E-05,17.59122762,0.641154,2.6029,13.7356,245.464,276.174,282.105,290.727,300.426,318.344,0.000194015,0.00129343,0.0122876,0.125592,1.24803,15.0216,285.457,300.667,314.486,325.327,330.016,338.391,342.617,347.646,349.636,352.124,356.944,359.285,366.223,368.192,370.023,373.719,373.387,383.15,386.777,391.576,393.28,390.701,392.848,5.39638,6.49431,2690.71,2471.91,0.726,8.497,9.167,12.57,90,90,90
GISZUF_clean-(id_176918),4000000,0.00433116,32.57557638,155.154,160.396,165.119,172.553,177.596,180.938,181.698,185.478,187.101,10.8271,38.713,95.9454,165.559,185.026,199.484,205.695,206.167,208.012,209.155,209.942,210.868,211.989,212.063,210.834,212.159,212.396,211.396,212.746,213.492,212.904,212.861,213.022,212.768,212.928,212.871,214.02,213.821,212.881,5.07662,5.98913,1025.01,781.164,0.5226,14.07,22.001,20.966,90,101.07,90
GITPIK_clean-(id_176920),4000000,0.00170042,33.504269,183.754,205.098,227.667,249.478,266.368,276.839,284.414,290.046,300.032,1.47356,11.8815,37.2593,95.4704,210.851,283.471,319.211,326.35,337.122,338.958,338.459,344.147,341.924,344.832,345.041,347.851,348.318,353.415,354.879,353.771,355.456,351.921,351.224,352.112,367.971,363.041,364.805,359.216,360.637,5.85889,6.71051,1949.1,1839.96,0.6024,7.3171,15.2173,35.757,98.5021,90,103.911
GITSUY_clean-(id_176921),4000000,0.0006099,22.74581726,198.546,290.824,341.049,377.894,390.935,412.854,422.531,430.8,437.742,0.0564128,0.530099,5.276,49.29,266.561,407.456,467.003,488.867,500.498,506.891,509.496,508.384,520.088,520.583,519.321,523.243,521.265,526.384,529.618,530.23,528.872,531.698,531.186,537.261,540.345,537.407,538.779,541.235,539.732,7.614,12.3825,1866.54,2155.27,0.694,27.2448,27.2448,19.2254,90,90,90
GITWIQ_clean-(id_176928),4000000,0.00991583,42.46697336,85.5129,86.131,90.0811,94.3579,94.0224,93.568,98.0304,103.804,107.004,1.62298,11.4827,47.3388,84.0111,94.1821,104.99,117.218,120.779,125.356,124.987,127.825,128.625,128.77,129.335,130.076,128.829,129.331,131.729,130.43,131.729,131.415,131.991,133.51,132.124,131.374,132.024,131.053,131.622,132.592,3.9878,5.04878,984.517,634.043,0.443,11.1248,17.6323,17.6323,78.6463,71.611,71.6111
GIVHIC_clean-(id_176930),4000000,0.0105852,39.69966502,202.785,207.158,212.62,214.606,218.106,221.651,224.927,226.568,229.746,70.6574,136.749,203.718,223.471,239.95,255.566,272.969,278.852,278.852,278.852,278.434,278.847,278.852,278.852,278.852,278.852,278.852,278.852,278.852,278.764,278.852,278.852,278.838,278.852,278.852,278.852,278.852,278.852,278.852,4.14915,5.68256,1315.17,1295.41,0.5352,15.914,15.914,35.966,90,90,120
GIVNIK_clean-(id_176931),4000000,0.000673885,23.73004104,153.165,251.92,328.138,365.626,393.115,412.763,432.082,443.265,450.786,0.128947,1.22953,10.7799,46.2156,221.677,430.332,483.448,488.873,491.692,494.908,495.847,495.662,496.745,496.366,499.332,498.024,499.109,497.392,502.809,500.083,499.734,501.898,503.59,503.651,504.548,504.75,505.163,507.511,505.917,5.67473,7.21449,2262.97,2608.78,0.6652,33.6474,13.9237,23.3437,90,112.495,90
GIVNOQ_clean-(id_176932),4000000,0.00148888,28.65853314,132.676,230.866,302.11,328.615,344.625,360.667,379.647,394.393,401.771,0.0749101,0.662015,6.69933,47.5312,169.966,360.95,433.624,445.804,454.387,459.526,459.617,465.339,466.377,469.401,470.126,469.374,472.13,470.822,475.197,474.469,478.259,476.032,476.605,486.194,483.797,482.141,494.013,484.106,485.662,5.72761,7.18513,2341.84,2609.57,0.648,34.607,12.8631,23.8751,90,114.026,90
GIWBEU_charged-(id_176933),4000000,0.0035982,31.68431412,207.949,217.332,225.985,231.162,239.409,249.412,252.757,257.084,263.207,11.5636,16.2536,65.6371,206.382,247.465,268.181,280.054,283.415,290.811,292.455,291.82,294.821,292.919,294.536,292.875,294.381,295.324,296.233,295.431,298.109,297.776,302.866,301.411,298.499,301.683,300.335,302.088,299.091,303.158,3.84153,6.28733,1634.17,1520.3,0.5726,13.082,16.6166,31.2505,83.2316,77.9181,66.8186
GIWBIY_charged-(id_176934),4000000,0.00225936,30.05364539,195.257,210.091,219.752,235.981,244.863,253.293,259.034,264.401,270.56,11.288,15.2743,47.479,161.812,235.512,275.404,304.072,305.464,310.39,313.719,312.511,313.277,312.599,315.419,317.66,315.475,319.376,320.457,319.276,321.312,324.315,319.073,321.871,324.614,324.833,327.08,324.999,326.323,324.364,4.24018,6.45593,1743.16,1620.48,0.587,13.208,16.9219,31.712,82.881,77.9802,67.029
GIWBOE_charged-(id_176935),4000000,0.00483675,33.16006539,196.491,205.685,213.244,214.331,215.863,217.623,217.989,219.57,221.439,19.4211,43.4145,119.031,206.18,217.062,229.781,255.792,264.113,269.881,269.672,271.439,275.126,274.689,270.914,272.33,273.834,274.36,273.559,275.301,275.56,276.08,276.069,277.519,277.486,278.655,278.436,280.111,280.149,278.619,4.01365,6.1387,1474.09,1298.19,0.537,12.563,27.172,33.7,90,90,90
GIWCAR_ion_b-(id_176936),4000000,0.0039003,31.78204085,196.321,205.217,214.566,224.208,231.506,242.111,246.262,252.014,255.689,12.4945,25.8062,75.0879,189.561,233.688,262.247,286.371,291.17,293.036,297.33,295.271,297.966,300.949,297.734,301.239,300.912,298.409,300.084,302.566,301.294,303.383,301.962,305.719,306.241,308.561,311.087,310.646,309.925,310.874,4.17814,6.05356,1660.14,1548.67,0.5834,16.6441,16.6441,33.146,114.2648,114.2648,45.4407
GIWCIZ_ion_b-(id_176937),4000000,0.00729885,42.11496054,115.121,121.487,121.05,122.385,124.246,126.695,130.335,134.639,137.187,23.225,71.8201,109.623,121.802,137.705,153.368,159.384,161.647,162.142,163.452,164.053,162.936,162.669,162.576,163.113,163.451,162.628,163.025,163.386,163.558,164.144,164.827,166.539,166.414,165.039,166.84,167.214,169.824,168.649,3.68789,5.12494,840.912,668.677,0.492,37.2856,37.2856,14.9678,98.8296,98.8296,126.8267
GIWCOF_ion_b-(id_176938),4000000,0.00354788,30.81846484,211.865,224.368,234.605,243.796,251.743,259.359,262.579,270.468,276.308,11.0743,14.7736,50.2231,190.901,258.223,291.819,315.935,319.874,323.091,327.932,329.157,329.649,328.91,332.782,333.623,333.827,334.247,334.323,335.424,336.094,336.485,334.802,335.408,336.664,336.681,336.805,336.796,335.731,336.6,4.18536,6.18603,1872.24,1710.03,0.5864,17.1679,17.1679,33.715,113.3821,113.3821,44.0047
GIXNAE_clean-(id_176942),4000000,0.00087128,23.57709732,216.343,285.554,332.732,356.952,374.434,395.04,403.486,409.875,417.576,0.0319426,0.333244,3.27304,32.353,260.264,426.654,472.418,489.609,489.209,502.823,500.597,509.02,503.641,507.58,506.742,510.853,505.131,512.045,514.171,509.66,510.906,513.732,509.568,512.395,512.918,514.965,514.455,514.93,515.01,6.88703,7.22845,2024.04,2373.83,0.6572,9.9916,16.3601,16.5344,90,90,90
GIYSEN_clean-(id_176943),4000000,0.0238341,38.71093853,94.4953,96.2812,97.6099,98.5676,100.94,106.043,110.028,113.566,115.312,1.32496,10.9187,51.8945,91.654,103.987,116.9,122.315,123.132,123.755,126.403,125.864,127.809,128.667,128.36,129.764,130.122,129.039,131.086,131.008,131.982,132.557,131.082,131.563,132.807,135.349,133.785,135.334,134.183,135.429,5.04414,5.42608,958.497,660.129,0.4968,9.6701,11.742,18.852,90,97.91,90
GIYSIR_clean-(id_176944),4000000,0.0226836,39.05209236,93.901,95.9092,96.644,96.747,98.303,102.617,103.587,105.262,108.842,1.62905,12.8029,53.475,90.7207,103.613,114.239,121.167,122.125,124.427,127.005,127.788,127.037,127.885,129.218,128.572,129.727,130.649,130.715,131.303,131.515,130.644,133.055,132.728,132.362,133.068,133.983,135.314,133.76,134.706,4.96809,5.35034,931.664,635.609,0.4966,9.625,11.78,18.714,90,98.18,90
GIYSOX_clean-(id_176945),4000000,0.0281499,39.35970737,82.7604,90.2714,95.4559,96.5594,96.6904,96.7871,97.7846,98.4879,100.872,1.24422,9.78769,42.6033,78.5456,94.8746,104.288,113.678,115.493,118.968,119.354,119.878,120.61,120.601,120.098,120.437,120.914,120.027,121.348,120.777,121.411,121.113,121.861,121.86,122.259,122.092,121.511,122.82,123.001,122.095,4.91867,5.41931,924.604,629.008,0.4898,9.6362,11.462,19.147,90,97.98,90
GIYSUD_clean-(id_176946),4000000,0.00704067,34.78298269,187.469,208.163,224.185,234.408,240.343,241.93,243.635,243.859,244.604,2.12829,15.9217,42.9293,69.4976,230.066,245.107,260.684,265.322,268.394,268.398,271.28,272.721,272.732,272.826,275.135,273.822,273.127,275.728,276.462,278.799,277.149,276.745,278.119,278.587,279.937,282.955,279.543,280.98,282.13,4.12193,5.72746,2074.82,1707.48,0.605,8.969,9.419,17.29,100.468,92.754,117.702
GIZXET_clean-(id_176950),4000000,0.00893694,38.77894895,224.728,229.062,230.202,230.715,231.728,236.534,237.067,237.067,237.096,5.60861,64.4006,207.752,231.843,241.418,257.205,282.353,284.12,292.203,295.056,295.17,300.721,300.039,297.657,299.087,300.632,298.224,299.004,300.185,301.552,300.754,299.891,300.559,300.75,301.573,301.9,300.371,301.621,300.094,3.81827,4.75858,1381.16,1402.32,0.5818,16.442,17.697,27.528,90,90,90
GOBSUM_clean-(id_176952),4000000,0.00818867,36.57875194,193.371,207.168,223.514,227.896,234.226,237.815,244.107,249.085,248.624,1.30384,11.9306,82.0574,196.813,247.699,257.745,258.123,258.117,258.533,259.381,260.105,260.577,260.577,259.419,259.412,261.771,262.747,261.437,261.674,260.683,260.888,261.772,260.973,263.444,262.968,266.887,271.247,267.013,266.265,3.98975,5.27749,1767.3,1605.34,0.5602,31.717,9.4333,18.1739,90,119.894,90
GOGSIF_clean-(id_176955),4000000,0.000309104,25.17089964,153.732,237.998,301.085,335.165,354.523,365.921,374.5,379.371,385.522,5.9359,21.3285,44.2324,78.8519,192.459,349.33,402.659,414.822,420.728,431.179,429.197,432.629,431.456,434.894,436.549,441.171,438.615,439.433,440.491,440.354,442.393,446.727,447.276,443.96,447.356,447.624,452.942,456.265,454.203,5.82511,8.22407,1914.63,2270.96,0.6484,14.443,14.537,22.015,90,99.973,90
GOGWAB_clean-(id_176956),4000000,0.021669,36.09640192,235.454,248.168,263.272,272.711,281.867,291.965,298.328,298.113,298.26,0.223914,2.26099,28.6493,230.371,282.95,309.611,327.569,330.441,333.487,335.681,341.061,339.977,338.936,342.63,342.177,342.752,342.693,346.5,346.716,348.461,343.243,349.762,350.318,353.99,352.474,353,352.594,355.677,353.992,4.07145,4.95936,2097.01,1973.11,0.6348,7.5571,12.571,12.571,84.8165,72.5078,72.5078
GOGWEF_clean-(id_176957),4000000,0.0105266,33.31065473,244.389,263.784,281.577,290.929,302.113,309.67,315.387,320.091,324.487,0.107894,1.04152,11.1207,192.071,292.648,323.585,343.523,349.265,358.305,363.451,365.811,367.149,368.743,371.746,372.847,371.616,376.198,375.579,377.908,376.473,377.19,378.746,378.884,381.196,380.133,382.04,382.522,382.467,381.311,4.17002,4.59875,2126.38,2127.44,0.617,7.6687,12.6809,12.6809,84.7542,72.3999,72.3998
GOJDOZ_clean-(id_176958),4000000,0.00101751,32.04821961,52.4349,65.3285,79.157,85.8033,90.7101,94.2115,95.4668,95.4584,95.4909,0.0104775,0.0921311,0.948764,10.6552,76.4777,96.6054,107.465,114.08,114.845,117.423,117.713,118.97,119.62,118.796,117.216,119.138,119.946,119.343,119.471,120.124,120.056,121.01,120.591,120.784,122.562,123.901,126.081,123.644,122.821,4.35574,4.79892,1161.86,416.62,0.5306,6.6059,9.8638,13.187,79.317,86.349,83.794
GOKBUE_clean-(id_176961),4000000,0.00110881,27.84429567,66.7418,108.289,136.653,140.349,143.956,148.685,150.995,154.976,155.868,0.0110814,0.109666,1.07879,11.0432,121.697,154.45,160.864,161.473,161.476,161.663,161.692,161.622,161.611,161.738,161.707,161.552,161.661,161.712,161.708,161.66,161.685,161.784,161.747,161.751,161.735,161.731,162.257,161.729,161.769,4.54759,6.09249,1317.37,807.969,0.5592,9.732,10.596,12.592,111.37,106.05,96.36
GOLDAO_clean-(id_176962),4000000,0.490087,47.82303823,81.7812,83.5675,84.2618,85.5766,88.7597,94.4566,99.043,99.9603,102.328,61.3863,81.4377,82.6343,83.6212,88.036,101.649,112.084,115.379,118.684,119.326,119.375,118.75,119.37,118.915,118.821,119.362,119.246,118.965,119.37,119.29,119.431,119.37,118.907,119.37,119.37,119.37,119.371,119.373,119.37,4.81034,7.86887,801.967,402.737,0.4576,15.9731,15.9731,18.4149,90,90,120
GOMFOF_clean-(id_176966),4000000,0.00021901,23.25227714,79.909,91.3163,117.37,152.882,189.559,254.468,390.414,413.026,424.393,0.073831,0.741539,7.48058,47.9923,90.1666,150.202,215.341,279.007,380.926,435.614,445.548,452.507,457.514,458.792,462.54,464.325,468.56,474.093,474.351,474.616,474.893,479.739,480.246,488.477,491.294,496.27,495.18,493.851,496.424,14.7703,14.8276,1281.1,1444.16,0.6208,45.708,45.708,7.9819,90,90,90
GONNAA_clean-(id_176970),4000000,0.000342471,22.45210517,60.2831,122.886,215.8,305.178,348.32,369.621,385.46,400.863,414.525,0.0124479,0.141238,1.39715,12.3613,73.4964,279.48,412.314,427.583,437.562,441.88,446.105,449.895,453.481,455.195,454.041,455.379,460.684,459.788,462.754,464.595,463.824,468.389,464.624,473.518,475.518,472.166,484.127,480.094,476.713,5.80307,7.09205,2774.42,2938.2,0.7154,15.7345,15.7442,20.5801,90,90,112.118
GONSUZ_clean-(id_176971),4000000,0.00196256,39.32633565,142.578,146.978,147.886,150.862,150.855,153.514,153.88,154.572,154.885,21.5524,101.41,151.511,164.132,176.128,182.631,186.069,185.257,185.461,187.57,190.992,193.092,193.104,193.089,193.104,193.104,193.104,193.104,193.104,193.104,193.104,193.104,193.104,193.104,193.104,193.104,192.938,193.037,193.104,4.05462,4.31262,669.763,432.472,0.4898,14.8357,14.8357,6.7854,90,90,90
GOPLUS_clean-(id_176973),4000000,0.000147667,34.93300954,194.363,200.703,208.448,218.535,230.047,233.15,236.382,237.402,237.402,63.0256,157.837,193.575,214.232,239.159,263.277,274.768,275.288,275.492,275.409,275.395,275.17,275.533,275.534,275.533,275.457,275.53,275.534,275.488,275.535,275.461,275.48,275.502,275.512,275.466,275.534,275.538,275.528,275.534,3.69955,4.69015,1103.97,979.963,0.5668,8.085,14.316,29.775,90,103.04,90
GOPTIQ_clean-(id_176974),4000000,0.00632428,33.37129658,252.937,297.966,318.968,340.056,355.342,363.578,370.561,381.423,383.127,3.34409,23.5555,88.1854,177.986,324.153,429.169,458.64,459.471,459.595,460.123,460.541,460.592,460.752,460.516,460.169,460.537,460.663,460.692,460.441,460.651,460.889,460.963,460.59,461.653,460.72,460.988,461.799,461.474,461.439,4.50914,6.68622,1838.89,2386.21,0.6402,14.649,13.47,24.399,90,106.607,90
